smiles_a,gene,smiles_b,pic50_a,pic50_b,relation_a,relation_b
COc1cc(-c2ccc3c(c2)Nc2ccc(C(=O)NCc4cccc(F)c4)cc2NC3=O)ccc1O,MAPK13,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccn2c(C(C)(C)NS(C)(=O)=O)nnc2c1,5.5,7.77,=,=
COC(=O)c1c(Cc2ccc(S(=O)(=O)N3CCNCC3)cc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,MAPK8,CC(C)NC(=O)N[C@H]1CC[C@H](Nc2ncc3ccc(=O)[nH]c3n2)CC1,7.52,5.7,=,=
Cc1ccc(NC(=O)c2ccc(C)c(C(F)(F)F)c2)cc1C#Cc1nn([C@H]2CC[C@H](O)CC2)c2ncnc(N)c12,EPHA7,Nc1ncc(-c2cc([C@H]3[C@@H]4CN(C5COC5)C[C@@H]43)n(CC3CC3)n2)cc1C(F)(F)F,6.84,6.18,=,=
COc1cccc(C(CCN(C)C)NC(=O)c2cccc(-c3ccc4[nH]ncc4c3)c2)c1,ROCK2,CN(C)c1ccc(C(=O)Nc2cc(Br)cc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1,8.0,5.34,=,=
Cn1cc(C2=C(c3cccc(NCC(O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21,CDK17,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,7.16,6.48,=,=
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C[C@H]1CCCN1C[C@@H]1CO1,FGR,C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C,7.55,4.59,=,=
Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,LTK,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,8.7,5.52,=,=
O=C(Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1)N1CCOCC1,RAF1,COCCOc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OC,7.0,6.43,=,=
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,MAP3K15,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.85,8.6,=,=
CC(C)NC(=O)N[C@H]1CC[C@H](Nc2ncc3ccc(=O)n(C)c3n2)CC1,MAPK10,CCOC(=O)/C=C\Sc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,6.62,7.1,=,=
CC[C@@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,MAST3,O=C(NC1(c2ccccc2)CC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,5.85,6.62,=,=
CS(=O)(=O)NC[C@@H]1CN(c2ccnc(-c3cnc4ccc(C(F)(F)F)cn34)n2)CCO1,EIF2AK4,O=C1CCN(c2ccnc(-c3cnc4ccc(Cl)cn34)n2)CCN1,7.26,6.26,=,=
C[C@H](Nc1cc(Nc2nccc(-c3ccc(CC(=O)O)cc3)n2)ccn1)c1ccccc1,CAMK2D,CCN(CC)CCNC(=O)c1cccc(-c2cnn3ccc(-c4cccs4)nc23)c1,5.47,8.46,=,=
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,CDKL2,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,5.89,5.41,=,=
CCS(=O)(=O)c1ccc(Cl)cc1CNC(=O)c1ccc(CN2CCC[C@H]2CN)c(C(F)(F)F)c1,DDR1,CCS(=O)(=O)c1ccc(Cl)cc1Cn1cnc2c(Cl)c(CN3CCC[C@H](NC(=O)CCN)C3)c(C(F)(F)F)cc2c1=O,7.57,7.15,=,=
Clc1ccc2[nH]c(CNc3nc(N4CCOCC4)nc4c3ncn4-c3cccnc3)nc2c1,CSNK1D,Cc1nc(-c2ccc(F)cc2)c(-c2ccc3nc(NC(=O)Nc4ccc(C#N)cc4)cn3n2)n1C,6.28,7.89,=,=
COC[C@H](NC(=O)C1(N)CCN(c2ncnc(N)c2C(N)=O)CC1)c1ccc(Cl)cc1,RPS6KB1,CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(O)c2cc(C3CC3)n[nH]2)c1,5.3,7.37,=,=
COc1cc(-c2cnc3c(N4CCOC(C)C4)snc3c2)ccc1N,GAK,c1cc(-c2cnc3c(N4CCOCC4)snc3c2)co1,7.34,6.7,=,=
CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,SRC,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4cc(C)c5[nH]ncc5c4)n3)c3ccccc23)cc1,6.17,7.96,=,=
CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21,CDK3,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(F)cn2)C1,6.0,7.7,=,=
c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1,BMPR2,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,7.13,5.15,=,=
Cc1c(O)cccc1-c1c(N)c(=O)[nH]c2cc(Cl)cnc12,PKMYT1,Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2nc(C)c(C)nc21,7.64,8.3,=,=
CN1CCN(c2cc(-c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)ccn2)CC1,SMG1,CCN(CC)S(=O)(=O)c1cc(Nc2nccc(-c3ccnc(-c4ccc(NC(=O)NC)cc4)c3)n2)ccc1Cl,6.51,9.96,=,=
Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1,SPHK2,Cl.N=C(N)N1CCC[C@H]1c1nc(-c2ccc(Cn3cc(-c4ccccn4)nn3)cc2)no1,6.45,6.04,=,=
CN(C)C1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,LTK,OCc1cc(-c2ccc3[nH]ncc3c2)on1,6.3,4.7,=,=
Cn1cccc1-c1c2c(nc3sc(C(N)=O)c(N)c13)CCCCCC2,EEF2K,O=C(O)CC(NC(=O)c1ccc(F)cc1)c1ccc(Cl)cc1Cl,6.0,4.77,=,=
Nc1nc2ccc(-c3ccccc3)cc2s1,PI4KA,COc1ccc(-c2c(C)nc3c(NCCNC(C)=O)cc(Cl)nn23)cc1S(=O)(=O)NC1CCC(N)CC1,5.6,6.18,=,=
CC1CCN(c2cc(N3CCNCC3)ccc2NC(=O)c2cc(C#N)c[nH]2)CC1,CSF1R,COc1cc(C=C(C#N)c2nc3cc(C)ccc3[nH]2)c(Br)cc1O,9.0,5.9,=,=
CC1(C)Cc2c(-c3ccncc3)c(-c3ccccn3)nn2C1,TGFBR1,Cc1cccc(/C=C\c2ccc3ncc(-c4nnn[nH]4)n3c2)n1,5.71,7.68,=,=
Cc1cccc(NC(=O)Nc2ccc(-c3cncc4c3c(N)nn4C)cc2)c1,RPS6KA4,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,6.6,5.21,=,=
CS(=O)(=O)CCCOc1cccc2c1ccn2-c1ccnc(N[C@H]2CC[C@H](C(=O)N3CC[C@@H](O)C3)CC2)n1,MAPK9,CCC(C)Nc1nnc(Sc2ncc([N+](=O)[O-])s2)s1,7.33,6.85,=,=
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,CAMK1G,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,6.33,5.5,=,=
CC(=O)c1c[nH]c(-c2sc(N(c3cnn(-c4ccncc4CO)c3)C3CC3)nc2C(N)=O)c1,ACVR2B,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.16,5.34,=,=
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,MAP2K4,Fc1ccc2c(NCc3ccc4c(c3)OCO4)n[nH]c2c1,5.85,4.96,=,=
CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(OCC(F)(F)F)nccn23)n1,MAP4K5,Cc1ccc(NC(=O)Nc2ccc(NC(=O)c3csc4ncnc(N)c34)cc2)cc1,5.5,7.0,=,=
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,STK36,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,6.64,5.42,=,=
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,CHUK,Cc1ccc2[nH]c(/C=C/C(=O)c3c(-c4ccccc4)c4cc(Cl)ccc4[nH]c3=O)nc2c1,8.05,5.79,=,=
COC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(Cl)n2)ccn1,DAPK1,O=C(/C=C/c1ccc(O)c(I)c1)c1ccc(O)cc1O,6.09,6.46,=,=
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ncccc4C)c(C)c3)c2cc1NC(=O)CCCN(C)C,STK3,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,6.26,5.58,=,=
Nc1ncnc2sc3c(c12)-c1ccc(NC(=O)Nc2ccccc2)cc1CC3,PLK3,C[C@@H](Oc1cc(-n2cnc3ccc(OCCCN(C)C)cc32)sc1C(N)=O)c1ccccc1Cl,6.0,6.34,=,=
COc1c(Nc2cc(NC(=O)C3CC3)ncc2-c2ncc(Cl)s2)cccc1-c1nnn(C)n1,TYK2,Fc1ccc(NC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1F,9.52,6.07,=,=
O=C(c1ccc2c(c1)C(O)(C(F)(F)F)c1ccccc1-2)N1CCCCC1,PDK2,CC(=O)c1cc(-c2cnn(CCC(=O)O)c2)cc2c1-c1ccccc1C2(O)C(F)(F)F,5.4,7.32,=,=
CCC1(c2ccc(COc3cccc(CCO)c3)cc2)Oc2ccccc2-n2cccc2C1=O,ADK,OC[C@H]1O[C@@H](n2cnc3c(N4CCc5ccccc54)ncnc32)[C@H](O)[C@@H]1O,5.1,6.3,=,=
C=CC(=O)Nc1ccc(-n2nc(C(F)F)cc2-c2cnc(NC(=O)C(C)C)s2)cc1,STK32B,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,4.51,5.31,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,ERN2,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,5.87,6.54,=,=
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,PIP4K2B,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)Nc2ccc(Nc3cc(-c4cnc5[nH]ccc5c4)ncn3)cc2)cc1,7.77,4.45,=,=
Cc1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,TIE1,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,5.24,6.96,=,=
C[C@@H](CN(C)C)c1ccc(-c2c(O)cc(Cl)c3[nH]c(=O)c4sccc4c23)cc1,NEK1,O=c1[nH]c2ccc(O)c(-c3ccc(S(=O)(=O)NCCCl)cc3)c2c2c1CCC2,7.37,7.89,=,=
N#Cc1cnc2c(Cl)cc(NCc3cn(Cc4ccccn4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,MAP3K8,c1nc2ccc(-n3cnc4cnc5cnc(-c6cnsc6)cc5c43)cc2[nH]1,8.7,6.8,=,=
Cn1cc(-c2ccc3occ(-c4cccc(-c5cn[nH]c5)c4)c3n2)cn1,HIPK3,CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,6.79,5.4,=,=
Cn1cc(C=C2C(=O)Nc3cccnc32)c2ccccc21,PKN2,O=[N+]([O-])c1ccc2[nH]c(-c3ccncc3)nc2c1,5.6,4.74,=,=
CCCCNC(=O)Nc1ccc(Oc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)cc1Cl,FLT4,CCn1c(N)c(C(=O)NC)c(=O)c2ccc(C#CC(C)(C)O)nc21,9.27,7.64,=,=
CC(=O)Nc1cccc(-c2cnc3ccc(-c4ccncc4)nn23)c1,FYN,CC(=O)Nc1cccc(-c2cncc(NCc3ccco3)n2)c1,6.13,4.95,=,=
COc1c(-c2nc3ccccc3[nH]2)c(O)cc2oc(C)cc(=O)c12,MAP2K2,CN1C(=O)NC(=O)C12Cc1ccc(NC(=O)CN(Cc3ccc(F)cc3)C(=O)C(C)(C)C)cc1C2,6.4,5.43,=,=
O=C(OC1CCCC1Oc1ccc(O)cc1)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1,PRKCH,CN(C)CCCn1cc(C2=C(c3csc4ccccc34)C(=O)NC2=O)c2ccccc21,8.0,6.53,=,=
NC1CCCCC1Nc1nc(Cl)cc(-c2c[nH]c3ncccc23)n1,HIPK2,Cc1ccc(Nc2nc3ccc([N+](=O)[O-])cc3[nH]2)nc1,6.9,6.2,=,=
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(OC(=O)CCCCC(=O)NCCCC(O)(P(=O)(O)O)P(=O)(O)O)cc2OC)ncc1Cl,PTK2B,CS(=O)(=O)c1ccccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F,6.93,7.82,=,=
O=C(NS(=O)(=O)C1CC1)c1ccc2c(c1)[C@]1(CC[C@H](Oc3ncc(Cl)cc3Cl)CC1)C(=O)N2,IP6K1,O=C(O)c1ccc2noc(-c3ccc(-c4ccncc4)cc3)c2c1,7.18,6.77,=,=
Clc1ccc(Nc2nccc(-c3ccnc(N4CCOCC4)c3)n2)cc1,SMG1,Cc1cccc(Nc2nccc(-c3ccnc(N4CCOCC4)c3)n2)c1,6.0,6.48,=,=
COc1cc2c(cc1Nc1ncc(C(N)=O)c(Nc3ccccc3C(F)(F)F)n1)CN(C)CC2,MAP4K1,COc1ccc(-c2c[nH]c3ncc(-c4ccc(N5CCN(C)CC5)cc4)cc23)cc1OC,9.96,8.74,=,=
COCCNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccnc3N(C)S(C)(=O)=O)n2)cc1,PTK2,COc1cc(Nc2ncc3scc(-c4ccccn4)c3n2)cc(OC)c1OC,9.22,7.75,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,STRADA,CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21,7.7,6.0,=,=
CO[C@H]1CCC[C@@H](NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)CC1,CLK1,CN1CCN(c2cnc(NC3=N/C(=C\c4ccc5ncsc5c4)C(=O)N3)nc2)CC1,7.5,6.43,=,=
CC(C)Cc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc2[nH]ccc12,MST1R,Nc1cc(=O)[nH]n1-c1ccccn1,6.0,4.3,=,=
Nc1ncnc2c1c(-c1cccc(OCCO)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,IGF1R,CN1CCN([C@H]2C[C@@H](c3nc(-c4ccc5ccc(-c6ccccc6)nc5c4)c4c(N)nccn43)C2)CC1,5.1,7.53,=,=
COCc1cc(O)c(O)c(O)c1-c1c(COC)cc(O)c(O)c1O.Cl,MYLK,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,4.75,6.44,=,=
C[C@H]1COCCN1C(=O)[C@H]1CCc2c(sc3ncnc(Nc4ccn5nccc5c4)c23)C1,MKNK1,Cc1cc(Nc2ncnc3cc(F)ccc23)c(=O)n2c1C(=O)NC21CCCCC1,7.19,7.6,=,=
[2H]C([2H])([2H])Nc1nc(-c2cc(C(=O)N3CCN(Cc4ccc(Cl)cc4)CC3)c(Cl)cn2)cs1,WNK1,COc1cccc(-c2cc(-n3cc(CNCC(C)C)c4ccccc43)c(C)cn2)c1,7.22,6.44,=,=
N#Cc1ccc2ccc(=O)n(CC(=O)Nc3scc(Br)c3-c3ncn[nH]3)c2c1,MAPK9,CS(=O)(=O)CCCOc1cccc2c1ccn2-c1ccnc(N[C@H]2CC[C@H](C(=O)N3CC[C@@H](O)C3)CC2)n1,8.0,7.33,=,=
N#Cc1cnc2ccc(NC(=O)C3CSSC3)cc2c1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,ERBB4,O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc(Cc4ccccn4)cc3)ncnc2cn1,6.4,8.4,=,=
Nc1ncc(-c2c(F)cccc2F)nc1C(=O)Nc1cnc2c(c1N1CCC[C@H](N)C1)CC[C@@H]2O,PIM2,C#Cc1ccc2sc3c(=O)[nH]c(CN(C)C)nc3c2c1,6.26,7.52,=,=
CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc(SCCO)cc4)n3)c3ccccc23)n(-c2ccc(P(C)(C)=O)cc2)n1,GSK3A,N#Cc1ccc(Nc2nccc(C(=O)Nc3cnccc3-c3ccc(F)cc3)n2)cc1,6.78,9.6,=,=
O=c1[nH]c(=O)n(C2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C\Br,TK2,Cc1cn(CCCCCCOC(c2ccccc2)(c2ccccc2)c2ccccc2)c(=O)[nH]c1=O,4.37,6.3,=,=
O=C(O)Cc1ccc(-n2cccc2)cc1,GRK2,Cc1ccc(NCC(=O)N/N=C/c2c(Cl)cncc2Cl)cc1,4.96,6.0,=,=
CC[S@@](C)(=O)=Nc1cc(N2CCOC[C@H]2C)nc(-c2ccnc3[nH]ccc23)n1,ATR,Nc1nn2cc(Cl)cnc2c1C(=O)Nc1cncc(F)c1N1CCN(C2COC2)CC1,7.68,6.3,=,=
NC(=O)Cn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,PRKX,NCCCOc1cc2c(c(-c3ccc(Nc4nc5ccc(Cl)cc5o4)cc3)c1)CNC2=O,7.4,6.2,=,=
CC(C)c1[nH]c(-c2ccncc2)cc1C(N)=O,CDC7,Nc1nccc(-n2cc(C3=CCOCC3)c3cnccc32)n1,6.33,6.8,=,=
C=CC(=O)N1CCC=C(c2ccc(C(C)C(=O)Nc3cc(C4CC4)[nH]n3)cc2F)C1,CDK13,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,7.06,6.68,=,=
O=C(O)c1ccc2cc3nc(-c4cccs4)c(-c4cccs4)nc3cc2c1,RPS6KB2,c1csc(-c2nc3cc4ccccc4cc3nc2-c2cccs2)c1,7.4,5.87,=,=
O=C1Nc2ccc(C(=O)c3ccccc3)cc2/C1=C/c1ccc[nH]1,TLK2,O=C1Nc2ccc(NC(=O)c3cc4sccc4s3)cc2/C1=C/c1cnc[nH]1,6.06,7.33,=,=
Cc1cnc2nc1Nc1cc([nH]n1)C(=O)NCCc1ccc(cc1)N2,STK26,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,4.41,6.47,=,=
O=C1NC(NC(CF)c2ccccc2)=N/C1=C\c1ccc2ncsc2c1,DYRK2,CCOC(=O)c1cccc(-c2cnc3ccc(N[C@@H](CC)CO)nn23)c1,6.28,7.32,=,=
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,STK35,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,8.09,6.09,=,=
CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,EPHB3,Cc1cccn2ncc(C(=O)Nc3ccccc3Cl)c12,5.63,4.82,=,=
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4cccc(OC(F)(F)F)c4)c3)cc12,NEK4,CC1=NN(c2cccc(Br)c2)C(=O)C1=Cc1c(C)c(C#N)c2nc3ccccc3n2c1O,6.6,5.5,=,=
CC(C)(CN)c1ccc(-c2c(O)cc(Cl)c3[nH]c(=O)c4sccc4c23)cc1,NEK1,COc1cc(F)c2[nH]c(=O)c3sccc3c2c1-c1ccc(CN)cc1,7.12,7.58,=,=
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCc3ccncc3)c3ccccc23)cc1,MAPK12,COc1cc(C=C2SC(=Nc3ccccc3)NC2=O)ccc1O,6.67,5.2,=,=
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4cc(C)c5[nH]ncc5c4)n3)c3ccccc23)cc1,SRC,BrC(Cn1ncc2c(N3CCCCC3)ncnc21)c1ccccc1,7.96,5.8,=,=
O=C(Nc1ccc(Oc2ccc3ccccc3c2Br)c(Cl)c1)c1cc([N+](=O)[O-])ccc1O,STK39,O=C(Nc1ccc(Oc2ccc3c(c2)CCCC3)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,6.96,5.55,=,=
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,NEK3,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,6.19,5.45,=,=
c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1,ACVR2A,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,5.03,5.6,=,=
Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,PAK3,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,7.0,5.37,=,=
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,DMPK,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,5.92,5.54,=,=
NC(=O)c1ccc(-c2c[nH]c3nccc(Cl)c23)cc1,DYRK1B,C=CCN(C)C(=O)c1cnc2[nH]cc(-c3cc(F)c4nccc(-c5cccnc5)c4c3)c2c1,8.4,8.0,=,=
CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CAMK1G,CCN(CC)CCCC(C)Nc1nc(/C=C/c2cc(OC)c(OC)cc2Cl)nc2cc(Cl)ccc12,5.75,5.32,=,=
CNc1ccc(S(=O)(=O)NC)cc1Nc1ncnc2[nH]ccc12,TNNI3K,CNS(=O)(=O)c1cccc(Nc2cc(N(C)c3cccc(C)c3)ncn2)c1,5.2,5.7,=,=
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc(Cl)c(Cl)c4)c3)cc12,HIPK2,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,6.9,6.01,=,=
NCCCNc1nc(Nc2ccc3c(c2)CCCN3S(=O)(=O)C2CC2)ncc1C(F)(F)F,CHEK1,c1cc(-c2cnc3ncc(-c4cn[nH]c4)cn23)ccc1CN1CCOCC1,7.02,4.66,=,=
CS(=O)(=O)CCCOc1cccc2c1ccn2-c1ccnc(N[C@H]2CC[C@H](C(=O)N3CC[C@@H](O)C3)CC2)n1,MAPK9,O=C(Nc1cnn(-c2cccc(NCC3CC3)c2)c1)Nc1cccc2ccccc12,7.33,6.14,=,=
CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21,MUSK,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,6.0,6.7,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,MARK3,CC(=O)N1CCC(N2C(=O)C(C)(C)c3cnc(Nc4ccc(F)cc4)nc32)CC1,4.83,5.55,=,=
CCCOc1ncnc2[nH]cc(/C=C/C(N)=O)c12,TAB1,CC(C)COc1ncnc2[nH]cc(/C=C/C#N)c12,7.72,6.68,=,=
COC(=O)Nc1ccc(-c2c(OC3CCN(C)CC3)nc3c(-c4ccc(OC)c(OC)c4)cnn3c2N)cc1,PDGFRB,CCN1CCC(Oc2ccc(C(=O)Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)nc2)CC1,7.66,8.89,=,=
NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1,CSNK1A1L,CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21,5.23,6.0,=,=
CNC(=O)/C=C/c1c[nH]c2ncnc(OCC(C)C)c12,TAB1,COC(=O)/C=C/c1c[nH]c2ncnc(OCC(C)C)c12,7.39,6.7,=,=
CN1CN[C@@H]2CN(c3ccnc4[nH]cc(-c5cncnc5)c34)CC[C@@H]21,CDC42BPB,Cn1nccc1-c1c[nH]c2nccc(N3CCCCC3)c12,8.51,6.09,=,=
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,CSNK1A1L,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,5.82,5.34,=,=
Fc1ccc(-c2nc3sccn3c2-c2ccncc2)cc1,PRKD3,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccc(Cl)cc1F,5.9,7.1,=,=
CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21,MAPK4,Cn1cc(C2=C(c3cccc(NCC(O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21,6.0,4.4,=,=
